taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
2639762627,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),Calescamantes bacterium JGI MDM2 SSWsed-3-L9 (unscreened),DOE Joint Genome Institute (JGI),2639762627.0,Single Cell Analysis (unscreened),Gp0121822,USA: Nevada,40.653,-119.3749,19 uM,7.03,,,86.6 C,1202364,1227,0.0,86.6,7.03,7.03,7.03,7.03,0.0
2639762927,Archaea,Finished,Thermofilum uzonense 1807-2,Thermofilum uzonense 1807-2,Baltic Federal University,2639762927.0,Genome Analysis (Isolate),Gp0108853,,,,,,,,85 C,1611988,1739,0.0,85.0,,,,,
2642422593,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),S2R-29 bacterium JGI MDM2 000223CP-K5 (unscreened),DOE Joint Genome Institute (JGI),2642422593.0,Single Cell Analysis (unscreened),Gp0112675,Canada: British Columbia,,,,7.94,,,64.7 C,16152,20,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2643221443,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),Fervidibacteria bacterium JGI MDM2 LHC4sed-1-G17 (unscreened),DOE Joint Genome Institute (JGI),2643221443.0,Single Cell Analysis (unscreened),Gp0121848,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1640896,1780,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221444,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),Fervidibacteria bacterium JGI MDM2 LHC4sed-1-G17 (contamination screened),DOE Joint Genome Institute (JGI),2643221444.0,Single Cell Analysis (screened),Gp0121848,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,462562,475,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221448,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-H13 (contamination screened)",DOE Joint Genome Institute (JGI),2643221448.0,Single Cell Analysis (screened),Gp0121784,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,433433,460,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221449,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-H13 (unscreened)",DOE Joint Genome Institute (JGI),2643221449.0,Single Cell Analysis (unscreened),Gp0121784,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,834163,945,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221450,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-N8 (contamination screened)",DOE Joint Genome Institute (JGI),2643221450.0,Single Cell Analysis (screened),Gp0121792,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1017013,1065,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221451,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-N8 (unscreened)",DOE Joint Genome Institute (JGI),2643221451.0,Single Cell Analysis (unscreened),Gp0121792,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1882661,2050,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221452,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),Acetothermia bacterium JGI MDM2 LHC4sed-1-H19 (unscreened),DOE Joint Genome Institute (JGI),2643221452.0,Single Cell Analysis (unscreened),Gp0121820,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,426710,558,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221453,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-J10 (unscreened)",DOE Joint Genome Institute (JGI),2643221453.0,Single Cell Analysis (unscreened),Gp0121786,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1141351,1266,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221454,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-J10 (contamination screened)",DOE Joint Genome Institute (JGI),2643221454.0,Single Cell Analysis (screened),Gp0121786,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,795949,866,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221455,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),unclassified LHC4-1 archaeon JGI MDM2 LHC4sed-1-L15 (contamination screened),DOE Joint Genome Institute (JGI),2643221455.0,Single Cell Analysis (screened),Gp0121801,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,916499,1005,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221456,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),unclassified LHC4-1 archaeon JGI MDM2 LHC4sed-1-L15 (unscreened),DOE Joint Genome Institute (JGI),2643221456.0,Single Cell Analysis (unscreened),Gp0121801,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1122438,1244,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221457,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-I9 (unscreened)",DOE Joint Genome Institute (JGI),2643221457.0,Single Cell Analysis (unscreened),Gp0121785,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1173251,1269,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221458,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-I9 (contamination screened)",DOE Joint Genome Institute (JGI),2643221458.0,Single Cell Analysis (screened),Gp0121785,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1062249,1140,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221459,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-B18 (unscreened)",DOE Joint Genome Institute (JGI),2643221459.0,Single Cell Analysis (unscreened),Gp0121782,"USA: California, Little Hot Creek",,,,6.83,,,81.1 C,1759673,1934,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221460,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-B18 (contamination screened)",DOE Joint Genome Institute (JGI),2643221460.0,Single Cell Analysis (screened),Gp0121782,"USA: California, Little Hot Creek",,,,6.83,,,81.1 C,1666911,1811,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221461,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-M8 (unscreened)",DOE Joint Genome Institute (JGI),2643221461.0,Single Cell Analysis (unscreened),Gp0121791,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1873425,2004,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221462,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-M8 (contamination screened)",DOE Joint Genome Institute (JGI),2643221462.0,Single Cell Analysis (screened),Gp0121791,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1383032,1437,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221463,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-B14 (unscreened)",DOE Joint Genome Institute (JGI),2643221463.0,Single Cell Analysis (unscreened),Gp0121789,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,487786,575,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221494,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-C"" archaeon JGI MDM2 LHC4sed-1-C20 (unscreened)",DOE Joint Genome Institute (JGI),2643221494.0,Single Cell Analysis (unscreened),Gp0121793,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,241624,317,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221512,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-M18 (contamination screened)",DOE Joint Genome Institute (JGI),2643221512.0,Single Cell Analysis (screened),Gp0121790,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,589227,676,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2643221513,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-B"" archaeon JGI MDM2 LHC4sed-1-M18 (unscreened)",DOE Joint Genome Institute (JGI),2643221513.0,Single Cell Analysis (unscreened),Gp0121790,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,846180,970,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728042,Bacteria,Permanent Draft,Herpetosiphon geysericola strain:DSM 7119 Genome sequencing,Herpetosiphon geysericola DSM 7119,California Institute of Technology,2645728042.0,Genome Analysis (Isolate),Gp0117918,"Guadalupe Canyon, Baja California, Mexico",32.154147,-115.789887,,,,,25 C,6140412,5482,0.0,25.0,,,,,
2645728124,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),EM3 bacterium JGI MDM2 LHC4sed-1-C16 (unscreened),DOE Joint Genome Institute (JGI),2645728124.0,Single Cell Analysis (unscreened),Gp0121845,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,868516,997,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728125,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),EM3 bacterium JGI MDM2 LHC4sed-1-C16 (contamination screened),DOE Joint Genome Institute (JGI),2645728125.0,Single Cell Analysis (screened),Gp0121845,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,347311,376,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728130,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),Calescamantes bacterium JGI MDM2 SSWsed-3-D14 (contamination screened),DOE Joint Genome Institute (JGI),2645728130.0,Single Cell Analysis (screened),Gp0121821,USA: Nevada,40.653,-119.3749,19 uM,7.03,,,86.6 C,1994556,1804,0.0,86.6,7.03,7.03,7.03,7.03,0.0
2645728131,Archaea,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),unclassified Euryarchaeota archaeon JGI MDM2 SSWsed-3-L11 (contamination screened),DOE Joint Genome Institute (JGI),2645728131.0,Single Cell Analysis (screened),Gp0121799,USA: Nevada,40.653,-119.3749,19 uM,7.03,,,86.6 C,655250,772,0.0,86.6,7.03,7.03,7.03,7.03,0.0
2645728132,Archaea,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),unclassified Euryarchaeota archaeon JGI MDM2 SSWsed-3-L11 (unscreened),DOE Joint Genome Institute (JGI),2645728132.0,Single Cell Analysis (unscreened),Gp0121799,USA: Nevada,40.653,-119.3749,19 uM,7.03,,,86.6 C,898089,1038,0.0,86.6,7.03,7.03,7.03,7.03,0.0
2645728133,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-C"" archaeon JGI MDM2 LHC4sed-1-I14 (unscreened)",DOE Joint Genome Institute (JGI),2645728133.0,Single Cell Analysis (unscreened),Gp0121796,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,589191,712,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728134,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),EM3 bacterium JGI MDM2 LHC4sed-1-H6 (unscreened),DOE Joint Genome Institute (JGI),2645728134.0,Single Cell Analysis (unscreened),Gp0121847,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1064931,1191,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728135,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),EM3 bacterium JGI MDM2 LHC4sed-1-H6 (contamination screened),DOE Joint Genome Institute (JGI),2645728135.0,Single Cell Analysis (screened),Gp0121847,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,590065,627,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728136,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-2-C"" archaeon JGI MDM2 LHC4sed-1-H18 (unscreened)",DOE Joint Genome Institute (JGI),2645728136.0,Single Cell Analysis (unscreened),Gp0121795,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,452023,568,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728137,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-M14 (unscreened)",DOE Joint Genome Institute (JGI),2645728137.0,Single Cell Analysis (unscreened),Gp0121787,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1329641,1459,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728138,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-M14 (contamination screened)",DOE Joint Genome Institute (JGI),2645728138.0,Single Cell Analysis (screened),Gp0121787,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1077648,1150,0.0,81.1,6.83,6.83,6.83,6.83,0.0
2645728148,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GALL5 bacterium JGI MDM2-000218CP-K7 (unscreened),DOE Joint Genome Institute (JGI),2645728148.0,Single Cell Analysis (unscreened),Gp0112651,Canada: British Columbia,,,,7.94,,,64.7 C,1266220,1372,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2645728149,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GALL5 bacterium JGI MDM2-000218CP-K7 (contamination screened),DOE Joint Genome Institute (JGI),2645728149.0,Single Cell Analysis (screened),Gp0112651,Canada: British Columbia,,,,7.94,,,64.7 C,1078302,1153,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2645728155,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GAL15 bacterium JGI MDM2-000218CP-D13 (unscreened),DOE Joint Genome Institute (JGI),2645728155.0,Single Cell Analysis (unscreened),Gp0112647,Canada: British Columbia,,,,7.94,,,64.7 C,358097,448,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2645728156,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GAL15 bacterium JGI MDM2-000218CP-M17 (contamination screened),DOE Joint Genome Institute (JGI),2645728156.0,Single Cell Analysis (screened),Gp0112650,Canada: British Columbia,,,,7.94,,,64.7 C,210404,224,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2645728157,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GAL15 bacterium JGI MDM2-000218CP-M17 (unscreened),DOE Joint Genome Institute (JGI),2645728157.0,Single Cell Analysis (unscreened),Gp0112650,Canada: British Columbia,,,,7.94,,,64.7 C,414289,473,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2645728178,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GAL15 bacterium JGI MDM2-000218CP-C18 (unscreened),DOE Joint Genome Institute (JGI),2645728178.0,Single Cell Analysis (unscreened),Gp0112646,Canada: British Columbia,,,,7.94,,,64.7 C,472495,540,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2645728179,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GAL15 bacterium JGI MDM2-000218CP-C18 (contamination screened),DOE Joint Genome Institute (JGI),2645728179.0,Single Cell Analysis (screened),Gp0112646,Canada: British Columbia,,,,7.94,,,64.7 C,382238,432,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2651870005,Bacteria,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),GAL15 bacterium JGI MDM2-000218CP-L22 (unscreened),DOE Joint Genome Institute (JGI),2651870005.0,Single Cell Analysis (unscreened),Gp0112649,Canada: British Columbia,,,,7.94,,,64.7 C,228820,265,0.0,64.7,7.94,7.94,7.94,7.94,0.0
2675903694,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Jhaorihella thermophila DSM 23413,DOE Joint Genome Institute (JGI),2675903694.0,Genome Analysis (Isolate),Gp0127295,,,,,,,,28 C,3771953,3760,0.0,28.0,,,,,
2681812961,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Hydrogenivirga caldilitoris DSM 16510,DOE Joint Genome Institute (JGI),2681812961.0,Genome Analysis (Isolate),Gp0127270,"Japan, Kagoshima Prefecture, Ibusuki",31.59,130.56,,,,,75 C,1753429,1948,0.0,75.0,,,,,
2681813050,Archaea,Permanent Draft,Acidiplasma aeolicum strain:V Genome sequencing,Acidiplasma aeolicum V,California Institute of Technology,2681813050.0,Genome Analysis (Isolate),Gp0117315,"Porto di Levante on Vulcano Island, in the Aeolian archipelago near Sicily, Italy",,,,,,,40 C,1634649,1751,0.0,40.0,,,,,
2684622831,Bacteria,Finished,Rhodopila sp. LVNP,Rhodopila sp. LVNP,University of Massachusetts Medical School (UMMS),2684622831.0,Genome Analysis (Isolate),Gp0151113,"Lassen Volcanic National Park, California, USA",40.4877,-121.505,,3.9,,,,8148294,7423,0.0,,3.9,3.9,3.9,3.9,0.0
2690315630,Archaea,Permanent Draft,Acidianus sp. DS-80 genome,Acidianus sp. DS-80,"University of Wisconsin, Madison",2690315630.0,Genome Analysis (Isolate),Gp0154121,Yellowstone National Park,,,,3,,,80 C,2233448,2713,0.0,80.0,3.0,3.0,3.0,3.0,0.0
