,bin_name,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,taxon_oid,temp,total_base,gene_count,copy_number,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range,grs_present,estimated genome size
450,3300045877_10026,100,0,medium,2,19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__,3300045877,3300045877_bin.26,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,181264349
451,3300045877_10028,94.83,0,medium,1,20,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga_A;s__,3300045877,3300045877_bin.28,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,191146629.8
452,3300045877_10029,96.39,0.16,medium,2,20,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__;g__;s__,3300045877,3300045877_bin.29,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,188053064.6
454,3300045877_10030,98.28,0,medium,2,19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,3300045877,3300045877_bin.30,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,184436659.5
456,3300045877_10032,89.72,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans,3300045877,3300045877_bin.32,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,202033380.5
460,3300045877_10040,86.6,0,medium,2,5,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045877,3300045877_bin.40,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,209312181.3
461,3300045877_10042,86.21,0,medium,2,13,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus aquaticus,3300045877,3300045877_bin.42,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,210259075.5
462,3300045877_10043,97.41,0,medium,2,20,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__OS-L;f__GBS-DC;g__GBS-DC;s__,3300045877,3300045877_bin.43,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,186083922.6
465,3300045877_10050,94.39,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__;s__,3300045877,3300045877_bin.50,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,192037661.8
466,3300045877_10052,91.38,0,medium,2,17,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__;s__,3300045877,3300045877_bin.52,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_05","University of Wisconsin, Madison",3300045877,Metagenome Analysis,Gp0569471,"Yellowstone National Park, Wyoming, USA",44.56097,-110.83286,,8.727,,,77.2,181264349,277347,,77.2,8.727,8.727,8.727,8.727,0,0,198363262.2
440,3300045878_10003,88.32,1.87,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__;s__,3300045878,3300045878_bin.3,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02","University of Wisconsin, Madison",3300045878,Metagenome Analysis,Gp0569470,"Yellowstone National Park, Wyoming, USA",44.56485,-110.86005,,8.58,,,92.8,59195657,92354,,92.8,8.58,8.58,8.58,8.58,0,0,67024068.16
438,3300045878_10010,96.55,1.72,medium,1,20,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__;s__,3300045878,3300045878_bin.10,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02","University of Wisconsin, Madison",3300045878,Metagenome Analysis,Gp0569470,"Yellowstone National Park, Wyoming, USA",44.56485,-110.86005,,8.58,,,92.8,59195657,92354,,92.8,8.58,8.58,8.58,8.58,0,0,61310882.44
439,3300045878_10014,91.22,0,medium,2,20,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__,3300045878,3300045878_bin.14,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02","University of Wisconsin, Madison",3300045878,Metagenome Analysis,Gp0569470,"Yellowstone National Park, Wyoming, USA",44.56485,-110.86005,,8.58,,,92.8,59195657,92354,,92.8,8.58,8.58,8.58,8.58,0,0,64893287.66
291,3300045879_10013,93.81,0,medium,1,20,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__,3300045879,3300045879_bin.13,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01","University of Wisconsin, Madison",3300045879,Metagenome Analysis,Gp0569469,"Yellowstone National Park, Wyoming, USA",44.56963,-110.86518,,7.78,,,92.4,61091792,89412,,92.4,7.78,7.78,7.78,7.78,0,0,65122899.48
292,3300045879_10014,97.41,0,medium,1,19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__,3300045879,3300045879_bin.14,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01","University of Wisconsin, Madison",3300045879,Metagenome Analysis,Gp0569469,"Yellowstone National Park, Wyoming, USA",44.56963,-110.86518,,7.78,,,92.4,61091792,89412,,92.4,7.78,7.78,7.78,7.78,0,0,62716140.03
293,3300045879_10018,99.53,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045879,3300045879_bin.18,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01","University of Wisconsin, Madison",3300045879,Metagenome Analysis,Gp0569469,"Yellowstone National Park, Wyoming, USA",44.56963,-110.86518,,7.78,,,92.4,61091792,89412,,92.4,7.78,7.78,7.78,7.78,0,0,61380279.31
294,3300045879_10021,81.9,0.16,medium,1,19,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__,3300045879,3300045879_bin.21,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01","University of Wisconsin, Madison",3300045879,Metagenome Analysis,Gp0569469,"Yellowstone National Park, Wyoming, USA",44.56963,-110.86518,,7.78,,,92.4,61091792,89412,,92.4,7.78,7.78,7.78,7.78,0,0,74593152.63
295,3300045879_10023,93.46,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__;s__,3300045879,3300045879_bin.23,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01","University of Wisconsin, Madison",3300045879,Metagenome Analysis,Gp0569469,"Yellowstone National Park, Wyoming, USA",44.56963,-110.86518,,7.78,,,92.4,61091792,89412,,92.4,7.78,7.78,7.78,7.78,0,0,65366779.37
296,3300045879_10024,82.24,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans,3300045879,3300045879_bin.24,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01","University of Wisconsin, Madison",3300045879,Metagenome Analysis,Gp0569469,"Yellowstone National Park, Wyoming, USA",44.56963,-110.86518,,7.78,,,92.4,61091792,89412,,92.4,7.78,7.78,7.78,7.78,0,0,74284766.54
322,3300045880_10005,94.67,0,medium,1,19,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenobacter;s__,3300045880,3300045880_bin.5,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,142489931.3
297,3300045880_10010,91.38,0,medium,1,20,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus aquaticus,3300045880,3300045880_bin.10,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,147620067.8
298,3300045880_10012,96.55,1.72,medium,2,19,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium geofontis,3300045880,3300045880_bin.12,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,139715399.3
299,3300045880_10013,89.66,0,medium,1,19,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__,3300045880,3300045880_bin.13,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,150451949.6
300,3300045880_10014,94.83,1.72,medium,1,19,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__;s__,3300045880,3300045880_bin.14,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,142249518.1
301,3300045880_10016,96.55,0,medium,2,20,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus hugenholtzii,3300045880,3300045880_bin.16,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,139715399.3
303,3300045880_10020,99.14,0.86,medium,1,20,d__Bacteria;p__Dictyoglomota;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__;s__,3300045880,3300045880_bin.20,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,136065380.3
304,3300045880_10021,96.55,0,medium,2,20,d__Bacteria;p__Desulfobacterota;c__BSN033;o__B13-G15;f__B13-G15;g__B73-G16;s__,3300045880,3300045880_bin.21,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,139715399.3
305,3300045880_10022,85.91,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__NZ13-MG1;s__,3300045880,3300045880_bin.22,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Mud Volcano Area, Yellowstone National Park, WY, United States - MSUNE_GOPA_02","University of Wisconsin, Madison",3300045880,Metagenome Analysis,Gp0569466,"Yellowstone National Park, Wyoming, USA",44.610018,-110.438827,,5.901,,,70.7,134895218,199664,,70.7,5.901,5.901,5.901,5.901,0,0,157019227.1
