,scaffold_oid,taxon_oid,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,gene_oid,Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID,Scaffold Length (bp),Scaffold Read Depth,COG,Pfam,KO,Unnamed: 12,bin_name,total_base,gene_count
214,Ga0496356_00574,3300045879,90.19,3.74,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Fervidicoccaceae;g__;s__,3300045879 assembled Ga0496356_00574_2898_4121,3300045879 assembled Ga0496356_00574_2898_4121,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00574,16824,12,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10015,,
216,Ga0496356_00009,3300045879,82.71,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045879 assembled Ga0496356_00009_63908_65482,3300045879 assembled Ga0496356_00009_63908_65482,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00009,121968,61,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10017,,
217,Ga0496356_00327,3300045879,82.71,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045879 assembled Ga0496356_00327_13676_15262,3300045879 assembled Ga0496356_00327_13676_15262,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00327,24278,60,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10017,,
218,Ga0496356_00059,3300045879,100,1.87,medium,2,16,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045879 assembled Ga0496356_00059_55345_56859,3300045879 assembled Ga0496356_00059_55345_56859,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00059,64105,17,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10002,,
219,Ga0496356_03069,3300045879,100,1.87,medium,2,16,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045879 assembled Ga0496356_03069_1648_3255,3300045879 assembled Ga0496356_03069_1648_3255,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_03069,3505,15,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10002,,
220,Ga0496356_00047,3300045879,98.13,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045879 assembled Ga0496356_00047_13003_14388,3300045879 assembled Ga0496356_00047_13003_14388,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00047,72515,12,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10020,,
221,Ga0496356_00109,3300045879,98.13,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045879 assembled Ga0496356_00109_10451_11968,3300045879 assembled Ga0496356_00109_10451_11968,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00109,46258,15,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10020,,
222,Ga0496356_02388,3300045879,92.52,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__,3300045879 assembled Ga0496356_02388_1105_2661,3300045879 assembled Ga0496356_02388_1105_2661,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_02388,4666,25,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10022,,
225,Ga0496356_00512,3300045879,97.66,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045879 assembled Ga0496356_00512_324_1868,3300045879 assembled Ga0496356_00512_324_1868,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00512,18652,22,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10004,,
226,Ga0496356_00005,3300045879,97.66,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045879 assembled Ga0496356_00005_118849_120414,3300045879 assembled Ga0496356_00005_118849_120414,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00005,147009,18,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10004,,
227,Ga0496356_00215,3300045879,97.66,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045879 assembled Ga0496356_00215_15556_17139,3300045879 assembled Ga0496356_00215_15556_17139,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00215,31507,17,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10004,,
228,Ga0496356_00107,3300045879,88.32,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045879 assembled Ga0496356_00107_10930_12408,3300045879 assembled Ga0496356_00107_10930_12408,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00107,46828,58,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10005,,
229,Ga0496356_00104,3300045879,85.98,2.18,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__,3300045879 assembled Ga0496356_00104_34588_36156,3300045879 assembled Ga0496356_00104_34588_36156,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00104,47696,198,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10006,,
230,Ga0496356_00686,3300045879,91.98,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045879 assembled Ga0496356_00686_5495_7066,3300045879 assembled Ga0496356_00686_5495_7066,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00686,14399,49,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10007,,
231,Ga0496356_00626,3300045879,91.98,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045879 assembled Ga0496356_00626_11530_13008,3300045879 assembled Ga0496356_00626_11530_13008,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00626,15535,50,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10007,,
232,Ga0496356_01497,3300045879,90.65,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045879 assembled Ga0496356_01497_11_1546,3300045879 assembled Ga0496356_01497_11_1546,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_01497,7467,63,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10008,,
233,Ga0496356_00056,3300045879,98.13,4.67,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__;s__,3300045879 assembled Ga0496356_00056_36628_38193,3300045879 assembled Ga0496356_00056_36628_38193,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045879,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_01 (*) (MER-FS) (assembled)",1,Ga0496356_00056,65724,79,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045879_10009,,
234,Ga0496361_000639,3300045874,93.46,1.56,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__,3300045874 assembled Ga0496361_000639_2723_4309,3300045874 assembled Ga0496361_000639_2723_4309,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000639,17586,211,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10010,,
235,Ga0496361_008314,3300045874,84.11,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__SCGC-AAA471-B05;s__,3300045874 assembled Ga0496361_008314_959_2545,3300045874 assembled Ga0496361_008314_959_2545,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_008314,2636,109,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10013,,
236,Ga0496361_004571,3300045874,84.11,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__SCGC-AAA471-B05;s__,3300045874 assembled Ga0496361_004571_1722_3347,3300045874 assembled Ga0496361_004571_1722_3347,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_004571,4378,114,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10013,,
239,Ga0496361_000008,3300045874,95.33,1.87,medium,1,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__;s__,3300045874 assembled Ga0496361_000008_886_2472,3300045874 assembled Ga0496361_000008_886_2472,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000008,212582,618,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10024,,
240,Ga0496361_000008,3300045874,95.33,1.87,medium,1,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__;s__,3300045874 assembled Ga0496361_000008_101771_103333,3300045874 assembled Ga0496361_000008_101771_103333,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000008,212582,618,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10024,,
241,Ga0496361_000001,3300045874,87.15,1.4,medium,1,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__;f__;g__;s__,3300045874 assembled Ga0496361_000001_2313_3833,3300045874 assembled Ga0496361_000001_2313_3833,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000001,592311,15,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10025,,
242,Ga0496361_000001,3300045874,87.15,1.4,medium,1,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__;f__;g__;s__,3300045874 assembled Ga0496361_000001_76882_78570,3300045874 assembled Ga0496361_000001_76882_78570,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000001,592311,15,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10025,,
243,Ga0496361_000026,3300045874,97.66,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__AG1 sp003116855,3300045874 assembled Ga0496361_000026_114641_116239,3300045874 assembled Ga0496361_000026_114641_116239,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000026,121350,11,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10026,,
244,Ga0496361_000046,3300045874,97.66,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__AG1;s__AG1 sp003116855,3300045874 assembled Ga0496361_000046_51134_52735,3300045874 assembled Ga0496361_000046_51134_52735,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000046,95985,11,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10026,,
245,Ga0496361_000482,3300045874,99.77,0.93,medium,2,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__;s__,3300045874 assembled Ga0496361_000482_19643_21229,3300045874 assembled Ga0496361_000482_19643_21229,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000482,21277,30,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10027,,
246,Ga0496361_000060,3300045874,99.77,0.93,medium,2,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__;s__,3300045874 assembled Ga0496361_000060_13266_14732,3300045874 assembled Ga0496361_000060_13266_14732,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000060,80898,29,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10027,,
247,Ga0496361_000228,3300045874,100,0,medium,1,17,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__,3300045874 assembled Ga0496361_000228_1774_3504,3300045874 assembled Ga0496361_000228_1774_3504,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000228,35435,40,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10028,,
248,Ga0496361_000005,3300045874,91.59,0,medium,1,12,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__,3300045874 assembled Ga0496361_000005_164103_165650,3300045874 assembled Ga0496361_000005_164103_165650,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045874,"Hot spring sediment microbial communities from the Midway Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_MGB_03 (*) (MER-FS) (assembled)",1,Ga0496361_000005,250738,141,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045874_10032,,
